storeId,store_name,store_image,store_rating,store_category,store_address,store_view,store_review
121,제주약수터,"https://mp-seoul-image-production-s3.mangoplate.com/1214190_1595337768049172.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,치킨 / 호프 / 펍,제주 서귀포시내 ,"15,838",12
122,카페살레,"https://mp-seoul-image-production-s3.mangoplate.com/1869652_1611302003133397.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 성산/우도 ,"15,303",14
123,천일만두,"https://mp-seoul-image-production-s3.mangoplate.com/546909_1641308289320796.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,딤섬 / 만두,제주 서귀포시내 ,"16,397",10
124,이스방한상,"https://mp-seoul-image-production-s3.mangoplate.com/984138_1662974975858031.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 제주시내 ,"1,607",5
125,골목식당,"https://mp-seoul-image-production-s3.mangoplate.com/153929/ywpb3ln6qfxdor.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 제주시내 ,"5,095",5
126,모니카옛날통닭,"https://mp-seoul-image-production-s3.mangoplate.com/219687/n1sh4y4uwcbmps.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,닭 / 오리 요리,제주 제주시내 ,"5,771",5
127,디앤디파트먼트 제주,"https://mp-seoul-image-production-s3.mangoplate.com/854324_1649918177374556.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,퓨전 한식,제주 제주시내 ,"5,295",6
128,문치비,"https://mp-seoul-image-production-s3.mangoplate.com/498149/1429441_1663483803262_42192?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(본점),제주 서귀포시내 ,"2,496",6
129,블루버드,"https://mp-seoul-image-production-s3.mangoplate.com/958610_1632743495635504.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,치킨 / 호프 / 펍,제주 제주시내 ,"5,554",7
130,이면,"https://mp-seoul-image-production-s3.mangoplate.com/2035702_1639641152087360.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 한림/애월 ,"2,994",6
131,몰질식육식당,"https://mp-seoul-image-production-s3.mangoplate.com/619088_1497935127460008.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 서귀포시내 ,"2,795",7
132,미스틱3도,"https://mp-seoul-image-production-s3.mangoplate.com/341739_1666408920329752.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 제주시내 ,"5,315",6
133,금능낙원,"https://mp-seoul-image-production-s3.mangoplate.com/18271/s3ekoulqp7nwcf.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 한림/애월 ,"21,272",11
134,다정이네김밥,"https://mp-seoul-image-production-s3.mangoplate.com/1170989_1664167077807052.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(신시가지점),제주 서귀포시내 ,758,4
135,고궁보말손칼국수,"https://mp-seoul-image-production-s3.mangoplate.com/288424_1656508913964529.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 성산/우도 ,"7,570",9
136,삼대해녀의집,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/541914_1462883348157288.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 성산/우도 ,"10,319",8
137,용두암해촌,"https://mp-seoul-image-production-s3.mangoplate.com/15397/d2un37xkvfxuqh.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,한정식 / 백반 / 정통 한식,제주 제주시내 ,"7,915",7
138,듀포레,"https://mp-seoul-image-production-s3.mangoplate.com/456505/397785_1665461816145_33270?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 제주시내 ,"1,903",5
139,대도식당,"https://mp-seoul-image-production-s3.mangoplate.com/222184/cku6zr1vimdmgi.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 서귀포시내 ,"4,722",4
140,자매국수,"https://mp-seoul-image-production-s3.mangoplate.com/15296/272147_1461540406482_9555?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(본점),제주 제주시내 ,"102,360",292
141,협재수우동,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/516849_1487688066805581.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(협재점),제주 한림/애월 ,"83,681",71
142,가시아방국수,"https://mp-seoul-image-production-s3.mangoplate.com/252334/934626_1519569720162_56432?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 성산/우도 ,"157,917",105
143,커피파인더,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/514595_1465978440753136.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 제주시내 ,"58,920",61
144,만선식당,"https://mp-seoul-image-production-s3.mangoplate.com/2014463_1626868902653280.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(본점),제주 모슬포/화순 ,"171,911",81
145,칠돈가,"https://mp-seoul-image-production-s3.mangoplate.com/1433827_1597653466773813.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(본점),제주 제주시내 ,"116,052",71
146,연동마라도,"https://mp-seoul-image-production-s3.mangoplate.com/15368/98175_1486208226664_15581?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"105,810",53
147,무거버거,"https://mp-seoul-image-production-s3.mangoplate.com/697216_1507957483611385.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,브런치 / 버거 / 샌드위치,제주 함덕/김녕 ,"47,154",42
148,글라글라하와이,"https://mp-seoul-image-production-s3.mangoplate.com/282415/676193_1488199354676_34616?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,시푸드 요리,제주 모슬포/화순 ,"24,021",23
149,돈사돈,"https://mp-seoul-image-production-s3.mangoplate.com/243417/84396_1456031350504_6077?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(중문점),제주 중문단지 ,"36,675",29
150,한라산,"https://mp-seoul-image-production-s3.mangoplate.com/329410/488522_1599478712131_9070?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 함덕/김녕 ,"18,521",27
151,씨리얼,"https://mp-seoul-image-production-s3.mangoplate.com/21015_1506529732934258.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 한림/애월 ,"16,645",22
152,고로케야 (휴업중),"https://mp-seoul-image-production-s3.mangoplate.com/150737/653907_1556787606853_14609?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,기타 일식,제주 제주시내 ,"40,203",38
153,재연식당,"https://mp-seoul-image-production-s3.mangoplate.com/182978/1234812_1549534843419_673?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"89,631",43
154,스모크하우스인구억,"https://mp-seoul-image-production-s3.mangoplate.com/355833/2046274_1649118647729_101358?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,브런치 / 버거 / 샌드위치,제주 모슬포/화순 ,"9,775",9
155,다니쉬,"https://mp-seoul-image-production-s3.mangoplate.com/664803_1598776377167324.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 함덕/김녕 ,"19,276",16
156,문개항아리,"https://mp-seoul-image-production-s3.mangoplate.com/350433/803078_1615007014563_17238?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(애월점),제주 한림/애월 ,"8,529",10
157,골막식당,"https://mp-seoul-image-production-s3.mangoplate.com/523677_1620201079826812.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 제주시내 ,"40,726",50
158,더꽃돈,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/25619_1452999842472.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,고기 요리,제주 한림/애월 ,"54,910",30
159,와랑와랑,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/525814_1472018637527179.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 서귀포시내 ,"16,654",20
160,마고,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1636600095415685.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(제주해비치호텔),제주 표선/성읍 ,"28,433",26
161,어우늘,"https://mp-seoul-image-production-s3.mangoplate.com/1415491_1598909923275688.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"54,753",24
162,그러므로Part2,"https://mp-seoul-image-production-s3.mangoplate.com/112634_1606865274131003.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 제주시내 ,"11,898",18
163,다소니,"https://mp-seoul-image-production-s3.mangoplate.com/15223/887355_1528691044510_60950?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 제주시내 ,"16,940",13
164,레이지펌프,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1624799823457120.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 한림/애월 ,"12,604",15
165,효퇴국수국밥,"https://mp-seoul-image-production-s3.mangoplate.com/460278_1493095127241562.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 제주시내 ,"32,803",26
166,망고레이,"https://mp-seoul-image-production-s3.mangoplate.com/1592769_1586693067597091.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(섭지코지점),제주 성산/우도 ,"31,436",27
167,민경이네어등포해녀촌,"https://mp-seoul-image-production-s3.mangoplate.com/257569/72711_1559040322312_18958?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"58,836",23
168,미엘드세화,"https://mp-seoul-image-production-s3.mangoplate.com/182957/442306_1515073839863_265432?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 함덕/김녕 ,"15,455",15
169,섬오름해물라면,"https://mp-seoul-image-production-s3.mangoplate.com/352605/1784978_1614693063393_22867?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,기타 한식,제주 함덕/김녕 ,"42,925",19
170,맛있는폴부엌,"https://mp-seoul-image-production-s3.mangoplate.com/343782/814854_1518253659124_48487?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,이탈리안,제주 한림/애월 ,"9,017",9
171,시골길,"https://mp-seoul-image-production-s3.mangoplate.com/112555_1606397429562357.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"38,979",41
172,포차,"https://mp-seoul-image-production-s3.mangoplate.com/984138_1662974746971223.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(그랜드하얏트제주점),제주 제주시내 ,"2,480",5
173,용왕난드르,"https://mp-seoul-image-production-s3.mangoplate.com/1142580_1541926103365600.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 모슬포/화순 ,"15,619",15
174,신설오름포장마차,"https://mp-seoul-image-production-s3.mangoplate.com/546909_1618553480563429.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,탕 / 찌개 / 전골,제주 제주시내 ,"22,961",38
175,웅담식당,"https://mp-seoul-image-production-s3.mangoplate.com/183864/kzxgulzywmjstj.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,고기 요리,제주 서귀포시내 ,"24,379",12
176,페를로,"https://mp-seoul-image-production-s3.mangoplate.com/1840481_1649075185461882.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,이탈리안,제주 모슬포/화순 ,"5,796",11
177,평대스낵,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/565774_1465299790596607.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,기타 한식,제주 함덕/김녕 ,"78,498",29
178,경일낙지,"https://mp-seoul-image-production-s3.mangoplate.com/15200/677963_1502441039467_131442?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"56,561",26
179,범일분식,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/609990_1472829993589289.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,기타 한식,제주 서귀포시내 ,"27,400",12
180,안녕육지사람,"https://mp-seoul-image-production-s3.mangoplate.com/1042769_1528123584451293.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(본점),제주 성산/우도 ,"19,291",12
181,볕이드는곳벧디,"https://mp-seoul-image-production-s3.mangoplate.com/339361/821047_1512913961832_4686?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 제주시내 ,"12,278",10
182,윈드스톤,"https://mp-seoul-image-production-s3.mangoplate.com/263418/w3vomc54ui_3hx.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 한림/애월 ,"11,914",15
183,당당,"https://mp-seoul-image-production-s3.mangoplate.com/573810_1626793665487319.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 한림/애월 ,"9,462",7
184,회춘,"https://mp-seoul-image-production-s3.mangoplate.com/403644/37208_1666965286367_16569?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"4,874",9
185,삼일식당,"https://mp-seoul-image-production-s3.mangoplate.com/766108_1626593971121326.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,탕 / 찌개 / 전골,제주 한림/애월 ,"20,135",14
186,난드르바당,"https://mp-seoul-image-production-s3.mangoplate.com/2015405_1626948541572588.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,고기 요리,제주 서귀포시내 ,"21,369",12
187,부뚜막식당,"https://mp-seoul-image-production-s3.mangoplate.com/835806_1651539171882709.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 성산/우도 ,"12,336",11
188,흑돼지BBQ,"https://mp-seoul-image-production-s3.mangoplate.com/222094/1399388_1629784153425_10901?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,고기 요리,제주 서귀포시내 ,"9,467",12
189,소섬전복,"https://mp-seoul-image-production-s3.mangoplate.com/1751197_1662622781634680.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 성산/우도 ,"5,032",9
190,휴일로,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1642572798250132.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 모슬포/화순 ,"4,508",9
191,옥돔식당,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/533186_1460975213162775.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 모슬포/화순 ,"25,909",23
192,장수물식당,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1623282787754711.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 제주시내 ,"12,847",18
193,이스트포레스트,"https://mp-seoul-image-production-s3.mangoplate.com/1797655_1602561066688399.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,브런치 / 버거 / 샌드위치,제주 함덕/김녕 ,"12,327",9
194,우리수산,"https://mp-seoul-image-production-s3.mangoplate.com/887188_1657237460911117.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"1,695",6
195,바다바라,"https://mp-seoul-image-production-s3.mangoplate.com/1858553_1666842727513704.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,카페 / 디저트,제주 중문단지 ,"6,687",7
196,낭푼밥상,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/713155_1504695714940095.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,한정식 / 백반 / 정통 한식,제주 제주시내 ,"13,709",8
197,그옛맛,"https://mp-seoul-image-production-s3.mangoplate.com/18560/1423683_1625928346573_6992?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,해산물 요리,제주 제주시내 ,"14,398",13
198,비브레이브,"https://mp-seoul-image-production-s3.mangoplate.com/1766542_1597548522013118.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,(서호점),제주 서귀포시내 ,"19,909",11
199,꽃가람,"https://mp-seoul-image-production-s3.mangoplate.com/1170989_1620702006432220.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4,국수 / 면 요리,제주 성산/우도 ,"7,650",8
